year	aphiaid	scientificnameaccepted	date	xUTM	yUTM	season	eventid	mrgid	month	occurrence	gridnr	middleXgrid	middleYgrid
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-22	1615920.1731168646	6763402.645604697	spring	1988-03-22-59.483333-22.9	NA	NA	0	760	1627500	6772500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-23	1340724.444720433	6610673.998957838	spring	1988-03-23-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-23	1340726.3218146283	6610674.417969277	spring	1988-03-23-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-23	1443694.9469517781	6749121.741410942	spring	1988-03-23-59.783333-19.933333	NA	NA	0	720	1452500	6737500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-23	1529600.2484127865	6684874.886847018	spring	1988-03-23-59.033333-21.083333	NA	NA	0	652	1522500	6667500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-24	1387803.9606499113	6885695.39823096	spring	1988-03-24-61.083333-19.583333	NA	NA	0	858	1382500	6877500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-24	1389711.7841630843	6781708.958347845	spring	1988-03-24-60.183333-19.15	NA	NA	0	753	1382500	6772500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-26	1380882.0178348809	6594508.836910611	spring	1988-03-26-58.583333-18.233333	NA	NA	0	578	1382500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-27	1520346.5318584312	6482303.290114613	spring	1988-03-27-57.32-20.05	NA	NA	0	477	1522500	6492500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-29	1340724.444720433	6610673.998957838	spring	1988-03-29-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-03-29	1340726.3218146283	6610674.417969277	spring	1988-03-29-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-05	1008912.1449930845	6410622.722736319	spring	1988-04-05-57.55-11.516667	NA	NA	0	392	997500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-05	1023060.4537266366	6371141.34432678	spring	1988-04-05-57.183333-11.666667	NA	NA	0	358	1032500	6387500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-06	1057819.1658052052	6317486.079053133	spring	1988-04-06-56.666667-12.116667	NA	NA	0	289	1067500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-06	1079657.2472645044	6271580.328923123	spring	1988-04-06-56.233333-12.366667	NA	NA	0	254	1067500	6282500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-06	1340724.444720433	6610673.998957838	spring	1988-04-06-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-06	1340726.3218146283	6610674.417969277	spring	1988-04-06-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-07	975144.515126594	6327834.09773194	spring	1988-04-07-56.85-10.8	NA	NA	0	286	962500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-07	1006334.4939753194	6247181.660934394	spring	1988-04-07-56.1-11.15	NA	NA	0	217	997500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-12	1340724.444720433	6610673.998957838	spring	1988-04-12-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-12	1340726.3218146283	6610674.417969277	spring	1988-04-12-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-13	1544199.0064118968	6199303.386709359	spring	1988-04-13-54.833333-19.333333	NA	NA	0	198	1557500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-14	1467265.3379405388	6264261.539654143	spring	1988-04-14-55.55-18.4	NA	NA	0	230	1452500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-15	1322829.855920516	6199757.492364051	spring	1988-04-15-55.25-15.983333	NA	NA	0	191	1312500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-19	954929.4012093518	6063793.560279642	spring	1988-04-19-54.516667-10.033333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-19	980846.3275756713	6075823.734023209	spring	1988-04-19-54.6-10.45	NA	NA	0	42	997500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-20	1055521.524951823	6052527.847449729	spring	1988-04-20-54.316667-11.55	NA	NA	0	9	1067500	6037500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-20	1100583.6555692982	6077048.072110372	spring	1988-04-20-54.483333-12.283333	NA	NA	0	45	1102500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-20	1340724.444720433	6610673.998957838	spring	1988-04-20-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-20	1340726.3218146283	6610674.417969277	spring	1988-04-20-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-21	973718.0459743006	6071329.982388433	spring	1988-04-21-54.566667-10.333333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-25	1118658.6703932765	6228430.189171666	spring	1988-04-25-55.8025-12.8875	NA	NA	0	185	1102500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-25	1126140.7904594117	6214169.214852397	spring	1988-04-25-55.6667-12.9725	NA	NA	0	186	1137500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-27	1340724.444720433	6610673.998957838	spring	1988-04-27-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-27	1340726.3218146283	6610674.417969277	spring	1988-04-27-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-28	954929.4012093518	6063793.560279642	spring	1988-04-28-54.516667-10.033333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-04-28	980846.3275756713	6075823.734023209	spring	1988-04-28-54.6-10.45	NA	NA	0	42	997500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-02	1057819.1658052052	6317486.079053133	spring	1988-05-02-56.666667-12.116667	NA	NA	0	289	1067500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-03	974553.4717001757	6328515.394401536	spring	1988-05-03-56.856667-10.791667	NA	NA	0	286	962500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-03	1006536.2265866443	6250766.205610654	spring	1988-05-03-56.131667-11.16	NA	NA	0	217	997500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-03	1340724.444720433	6610673.998957838	spring	1988-05-03-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-03	1340726.3218146283	6610674.417969277	spring	1988-05-03-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-05	1157647.431594468	6143431.086909096	spring	1988-05-05-55-13.3	NA	NA	0	117	1172500	6142500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-09	1340724.444720433	6610673.998957838	spring	1988-05-09-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-09	1340726.3218146283	6610674.417969277	spring	1988-05-09-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-10	1566756.223578175	6846465.680729544	spring	Sampling_2502-Sample_5272-SubSample_16820	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-10	1567861.2629305138	6851906.700177833	spring	Sampling_421-Sample_4874-SubSample_20955	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-10	1569599.9938490614	6854963.223087707	spring	Sampling_6177-Sample_14603-SubSample_26992	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-13	1016760.8410223364	6378215.973061477	spring	82LD-13	NA	NA	0	358	1032500	6387500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-13	1037291.061636337	6347264.109730646	spring	82LD-15	NA	NA	0	323	1032500	6352500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-13	1058066.7511586205	6316395.650709938	spring	82LD-17	NA	NA	0	289	1067500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	840650.66931549	6358608.420725548	spring	82LD-1	NA	NA	0	318	857500	6352500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	871432.9248206747	6379391.068710944	spring	82LD-3	NA	NA	0	353	857500	6387500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	901989.7952208314	6400602.447369909	spring	82LD-5	NA	NA	0	354	892500	6387500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	932452.3319818883	6421898.177387454	spring	82LD-7	NA	NA	0	390	927500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	962830.2133524938	6427729.9879086865	spring	82LD-9	NA	NA	0	391	962500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	993296.8350896402	6406430.441821319	spring	82LD-11	NA	NA	0	392	997500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-14	1016760.8410223364	6378215.973061477	spring	82LD-13	NA	NA	0	358	1032500	6387500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-18	1782615.6893884551	6924064.768507146	spring	Sampling_15221-Sample_6665-SubSample_22704	NA	NA	0	904	1767500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-18	1834980.768836712	6953818.0104290005	spring	Sampling_15232-Sample_7450-SubSample_18981	NA	NA	0	941	1837500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-24	1008912.1449930845	6410622.722736319	spring	1988-05-24-57.55-11.516667	NA	NA	0	392	997500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-24	1023060.4537266366	6371141.34432678	spring	1988-05-24-57.183333-11.666667	NA	NA	0	358	1032500	6387500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-24	1340724.444720433	6610673.998957838	spring	1988-05-24-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-24	1340726.3218146283	6610674.417969277	spring	1988-05-24-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-24	1782615.6893884551	6924064.768507146	spring	Sampling_716-Sample_6666-SubSample_22391	NA	NA	0	904	1767500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-24	1834980.768836712	6953818.0104290005	spring	Sampling_17251-Sample_7451-SubSample_16101	NA	NA	0	941	1837500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-25	1566756.223578175	6846465.680729544	spring	Sampling_5388-Sample_5280-SubSample_18565	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-25	1567861.2629305138	6851906.700177833	spring	Sampling_2323-Sample_4875-SubSample_18899	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-25	1569599.9938490614	6854963.223087707	spring	Sampling_15796-Sample_14604-SubSample_27746	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-26	801422.4236625461	6438240.903361873	spring	1988-05-26-57.983333-8.1	NA	NA	0	386	787500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-27	975144.515126594	6327834.09773194	spring	1988-05-27-56.85-10.8	NA	NA	0	286	962500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-27	1006334.4939753194	6247181.660934394	spring	1988-05-27-56.1-11.15	NA	NA	0	217	997500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-27	1057819.1658052052	6317486.079053133	spring	1988-05-27-56.666667-12.116667	NA	NA	0	289	1067500	6317500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-27	1079657.2472645044	6271580.328923123	spring	1988-05-27-56.233333-12.366667	NA	NA	0	254	1067500	6282500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-27	1106899.7616187783	6166265.836865003	spring	1988-05-27-55.266667-12.566667	NA	NA	0	150	1102500	6177500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-27	1109077.0057371191	6234305.727965205	spring	1988-05-27-55.866667-12.75	NA	NA	0	220	1102500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-28	1207450.557758394	6151133.764647317	spring	1988-05-28-55-14.083333	NA	NA	0	118	1207500	6142500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-28	1322829.855920516	6199757.492364051	spring	1988-05-28-55.25-15.983333	NA	NA	0	191	1312500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-29	1467265.3379405388	6264261.539654143	spring	1988-05-29-55.55-18.4	NA	NA	0	230	1452500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-30	954929.4012093518	6063793.560279642	spring	1988-05-30-54.516667-10.033333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-30	980846.3275756713	6075823.734023209	spring	1988-05-30-54.6-10.45	NA	NA	0	42	997500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-30	1519970.7654276548	6483758.795706547	spring	1988-05-30-57.333333-20.05	NA	NA	0	477	1522500	6492500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-31	973718.0459743006	6071329.982388433	spring	1988-05-31-54.566667-10.333333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-31	1118658.6703932765	6228430.189171666	spring	1988-05-31-55.8025-12.8875	NA	NA	0	185	1102500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-31	1126140.7904594117	6214169.214852397	spring	1988-05-31-55.6667-12.9725	NA	NA	0	186	1137500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-05-31	1529600.2484127865	6684874.886847018	spring	1988-05-31-59.033333-21.083333	NA	NA	0	652	1522500	6667500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-01	1387803.9606499113	6885695.39823096	summer	1988-06-01-61.083333-19.583333	NA	NA	0	858	1382500	6877500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-01	1389711.7841630843	6781708.958347845	summer	1988-06-01-60.183333-19.15	NA	NA	0	753	1382500	6772500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-02	1364176.9514854332	7053941.304593182	summer	1988-06-02-62.583333-19.966667	NA	NA	0	1032	1347500	7052500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-03	1424997.5360914469	7273052.439887507	summer	1988-06-03-64.3-22.35	NA	NA	0	1244	1417500	7262500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-03	1439340.717880127	7406173.665733401	summer	1988-06-03-65.383333-23.5	NA	NA	0	1385	1452500	7402500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-06	1782615.6893884551	6924064.768507146	summer	Sampling_2605-Sample_6667-SubSample_19907	NA	NA	0	904	1767500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-06	1834980.768836712	6953818.0104290005	summer	Sampling_2620-Sample_7452-SubSample_18982	NA	NA	0	941	1837500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-08	1340724.444720433	6610673.998957838	summer	1988-06-08-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-08	1340726.3218146283	6610674.417969277	summer	1988-06-08-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-13	1380882.0178348809	6594508.836910611	summer	1988-06-13-58.583333-18.233333	NA	NA	0	578	1382500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-13	1807322.9422439772	6944938.603280794	summer	Sampling_15241-Sample_7266-SubSample_17283	NA	NA	0	940	1802500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1384113.2002132745	6426233.862658327	summer	1988-06-14-57.116667-17.666667	NA	NA	0	403	1382500	6422500
