aphiaID,scientificName,n_events
164108,Bacteriastrum delicatulum,2
172822,Navicula lesmonensis,2
172836,Navicula pelagica,2
175913,Stauroneis spicula,2
175974,Stenopterobia,2
176362,Asterionella frauenfeldii,2
178597,Coccolithaceae,2
179785,Dactyliosolen antarcticus,2
231789,Karlodinium,2
233754,Corythodinium curvicaudatum,2
239061,Anabaena oscillarioides,2
248109,Chrysidiastrum,2
393172,Nostoc,2
394627,Chara connivens,2
409607,Dinobryon stipitatum,2
422904,Tribonema affine,2
447730,Bellerochea horologicalis,2
447738,Hippodonta,2
450723,Lennoxia,2
456714,Pelagocystis oceanica,2
573437,Coscinodiscus sol,2
573660,Thalassiothrix elongata,2
573909,Monochrysis,2
576230,Coenocystis,2
577877,Pandorina morum,2
578354,Nephrocytium,2
600769,Chloromonas,2
601168,Vitreochlamys,2
603288,Anathece,2
621740,Chaetoceros salsugineum,2
624948,Fragilaria nanana,2
626297,Biecheleria baltica,2
844891,Coronia echeneis,2
846758,Amylax triacantha var. buxus,2
979620,Eupodiscus ralfsii var. ralfsii,2
983458,Fragilaria virescens f. virescens,2
983464,Fragilaria oceanica f. oceanica,2
1311147,Raphidonema planctonicum,2
1313613,Anagnostidinema amphibium,2
22577,Chilomonas,1
109480,Hemidinium,1
109535,Diplopelta,1
109550,Podolampas,1
109762,Cochlodinium brandtii,1
109770,Cochlodinium pellucidum,1
109773,Cochlodinium pupa,1
109825,Gymnodinium pygmaeum,1
109834,Gymnodinium uberrimum,1
109835,Gymnodinium variabile,1
109849,Gyrodinium crassum,1
109907,Nematodinium armatum,1
110063,Heterodinium murrayi,1
110250,Protoperidinium quarnerense,1
115109,Chrysochromulina alifera,1
144714,Dasya baillouviana,1
146624,Calothrix,1
146640,Cylindrospermum,1
146994,Leptolyngbya,1
148902,Bacillariophycidae,1
148933,Thalassiosira proschkinae,1
149007,Cymatopleura,1
149011,Cymatosira,1
149068,Rhizosoleniaceae,1
149077,Stauroneis,1
149130,Eucampia,1
149134,Lauderia,1
149183,Pleurosigma angulatum,1
149285,Detonula,1
149314,Plagiogramma,1
149459,Navicula digitoradiata,1
149503,Pleurosigma elongatum,1
149624,Chaetoceros furcellatus,1
156629,Coscinodiscus marginatus,1
156635,Melosira hyperborea,1
157428,Entomoneis alata,1
157453,Urosolenia,1
160542,Actinastrum,1
160581,Raphidophyceae,1
162519,Corymbellus aureus,1
162667,Aphanocapsa grevillei,1
162683,Aphanothece castagnei,1
163001,Chaetoceros baculites,1
163229,Lauderia schroederi,1
163392,Microsiphona potamos,1
163478,Micractinium,1
163682,Aneumastus tusculus,1
164000,Diatoma moniliformis,1
164093,Golenkinia,1
172289,Navicula turgida,1
172302,Eunotia arcus var. arcus,1
175334,Navicula viridula var. viridula,1
176162,Sphenella parvula,1
176342,Tetracyclus,1
177434,Rhabdoderma,1
177574,Planktolyngbya lacustris,1
177604,Trichodesmium,1
178589,Dunaliella,1
178598,Coccolithus,1
178928,Chlamydocapsa,1
178949,Tetraëdron,1
179596,Corethron hystrix,1
196817,Nitzschia sigma subsp. rigida,1
231799,Lingulodinium,1
232869,Gymnodinium stellatum,1
232901,Gyrodinium aciculatum,1
232922,Gyrodinium corallinum,1
233144,Warnowia polyphemus,1
233154,Warnowia rosea,1
233390,Protoperidinium decipiens,1
233531,Gonyaulax helensis,1
233761,Fibrocapsa japonica,1
248075,Toxarium undulatum,1
248111,Chrysococcus rufescens,1
248123,Glenodinium warmingii,1
292672,Fucus distichus subsp. evanescens,1
345438,Calycomonas gracilis,1
369319,Actinomonas,1
369698,Gonyostomum,1
376081,Pterosperma cristatum,1
409629,Gloeotrichia,1
450619,Minutocellus,1
478556,Pseudo-nitzschia americana,1
572079,Ankyra,1
572081,Selenastrum,1
573782,Pyrocystis pseudonoctiluca,1
577869,Lobocystis,1
578225,Mychonastes,1
600813,Diplochloris,1
600844,Penium,1
601009,Stipitococcus,1
601030,Lobomonas,1
601041,Desmatractum,1
617736,Fragilaria gaillonii,1
628060,Bicoeca cylindrica,1
651487,Crucigenia smithii,1
656218,Kephyrion hemisphaericum,1
668848,Eupodiscus weissflogii,1
671778,Biddulphia rhombus var. trigona,1
699393,Stephanodiscus astraea,1
837310,Tripos azoricus,1
841193,Tripos candelabrum,1
841261,Tripos massiliensis,1
978019,Pleurosigma tenuissimum var. tenuissimum,1
983570,Coscinodiscus lacustris f. lacustris,1
983847,Navicula elliptica f. elliptica,1
984402,Navicula subsalina f. subsalina,1
1304620,Amylax triacantha var. triacantha,1
1416123,Tetradesmus lagerheimii var. tetradesmoides,1
